Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2021,regulation of guanylate cyclase activity (GO:0031282),3/5,2.824078033859737e-07,1.366682612143636e-05,0,0,506.8474576271187,7643.215919737967,NOS2;NOS3;NOS1
GO_Biological_Process_2021,negative regulation of tumor necrosis factor production (GO:0032720),5/46,3.018586726177124e-07,1.3773380004871046e-05,0,0,42.56953359007274,639.1094724018383,IL10;IL4;POMC;GHSR;GSTP1
GO_Biological_Process_2021,positive regulation of smooth muscle cell proliferation (GO:0048661),5/46,3.018586726177124e-07,1.3773380004871046e-05,0,0,42.56953359007274,639.1094724018383,IL10;GJA1;IL6;FGF2;TNF
GO_Biological_Process_2021,regulation of neuroinflammatory response (GO:0150077),4/19,3.1328811645494205e-07,1.3897808943848404e-05,0,0,91.6,1371.8146594074565,IL4;IL6;PTGS2;TNF
GO_Biological_Process_2021,negative regulation of tumor necrosis factor superfamily cytokine production (GO:1903556),5/48,3.752862945610114e-07,1.619816790307933e-05,0,0,40.58547531619747,600.4855109213246,IL10;IL4;POMC;GHSR;GSTP1
GO_Biological_Process_2021,T cell activation (GO:0042110),6/92,4.01340705669729e-07,1.6866871235646243e-05,0,0,24.732558139534884,364.272372815812,IL4;IFNB1;LEP;LEPR;PTPN2;IL2
GO_Biological_Process_2021,positive regulation of peptidyl-serine phosphorylation (GO:0033138),6/93,4.279904816715885e-07,1.7525661518705813e-05,0,0,24.44704433497537,358.4954889737879,IL6;BDNF;IFNB1;NOS1;NGF;TNF
GO_Biological_Process_2021,regulation of cell population proliferation (GO:0042127),13/764,4.903052713844272e-07,1.9575437960023256e-05,0,0,6.778200494578657,98.47530753648373,IL10;TRIM71;CDKN1A;NOS3;OPRM1;NGF;FGF2;IL2;RELA;IL4;IL6;TP53;PTPN2
GO_Biological_Process_2021,inflammatory response (GO:0006954),8/230,5.365773919711674e-07,2.0895676529672848e-05,0,0,13.157157157157156,189.9637590975769,IL4;IKBKB;IL6;CEBPB;NOS2;FOS;TNF;RELA
GO_Biological_Process_2021,positive regulation of cold-induced thermogenesis (GO:0120162),6/97,5.495418999663491e-07,2.0895676529672848e-05,0,0,23.36773940345369,336.8268209976288,IL4;ADCYAP1;CEBPB;GJA1;LEP;LEPR
GO_Biological_Process_2021,positive regulation of chemokine production (GO:0032722),5/53,6.21527679870421e-07,2.308324894774564e-05,0,0,36.34868421052632,519.4621498590121,ADCYAP1;IL6;TNF;HIF1A;TLR3
GO_Biological_Process_2021,positive regulation of intracellular signal transduction (GO:1902533),11/546,8.180346393032271e-07,2.9690939067437582e-05,0,0,7.822356606193879,109.64097527486086,SELP;IKBKB;IL6;GJA1;LEP;TP53;TNF;F3;FGF2;TLR3;RELA
GO_Biological_Process_2021,positive regulation of transcription from RNA polymerase II promoter in response to stress (GO:0036003),4/24,8.489771236232838e-07,3.01292548094752e-05,0,0,68.68275862068965,960.132326781974,CEBPB;HIF1A;ATF6;TP53
GO_Biological_Process_2021,arginine catabolic process (GO:0006527),3/7,9.840756954909647e-07,3.416454099345806e-05,0,0,253.39830508474577,3504.894625064312,NOS2;NOS3;NOS1
GO_Biological_Process_2021,response to reactive oxygen species (GO:0000302),5/59,1.0689670367374147e-06,3.632213526956705e-05,0,0,32.30019493177388,444.0894937941184,GSTP1;CAT;FOS;HIF1A;SOD1
GO_Biological_Process_2021,negative regulation of cellular process (GO:0048523),11/566,1.162921143536706e-06,3.869135554641916e-05,0,0,7.532697403285638,102.93111231866052,IL10;IL6;CDKN1A;GJA1;NOS3;OPRM1;NOS1;NGF;TP53;FGF2;PTPN2
GO_Biological_Process_2021,"regulation of DNA-templated transcription, initiation (GO:2000142)",5/61,1.2642493008167524e-06,4.120420680417048e-05,0,0,31.143483709273184,422.9606504051762,CDKN1A;CEBPB;IL6;TP53;RELA
GO_Biological_Process_2021,positive regulation of cellular biosynthetic process (GO:0031328),7/180,1.3786826867155416e-06,4.360312015660238e-05,0,0,14.540725170782974,196.21810131347448,IL6;TYRP1;PTGS2;TNF;FGF2;HIF1A;PTPN2
GO_Biological_Process_2021,response to glucocorticoid (GO:0051384),4/27,1.3924603180881165e-06,4.360312015660238e-05,0,0,59.715142428785605,805.2251573850267,IL10;IL6;NR3C1;TNF
GO_Biological_Process_2021,regulation of transcription by RNA polymerase II (GO:0006357),21/2206,1.4740010840503302e-06,4.52688409851611e-05,0,0,4.161556064073227,55.87941901666748,ESRRA;CEBPB;CDKN1A;PARP1;IFNB1;FOS;NR3C1;TNF;FGF2;HIF1A;RELA;IL4;POMC;IKBKB;ADCYAP1;IL6;CREB1;NOS1;TP53;ATF6;TLR3
GO_Biological_Process_2021,regulation of transcription initiation from RNA polymerase II promoter (GO:0060260),5/64,1.6087822594619515e-06,4.7932929297856624e-05,0,0,29.555456437704432,394.2707649696647,IL6;CEBPB;CDKN1A;TP53;RELA
GO_Biological_Process_2021,regulation of immunoglobulin production (GO:0002637),4/28,1.6207753175230167e-06,4.7932929297856624e-05,0,0,57.22413793103448,762.9468808411693,IL10;IL4;IL6;IL2
GO_Biological_Process_2021,regulation of tyrosine phosphorylation of STAT protein (GO:0042509),5/68,2.1787202986858203e-06,6.326211485456827e-05,0,0,27.67335004177109,360.77117911514426,IL4;IL6;TNF;PTPN2;IL2
GO_Biological_Process_2021,negative regulation of lipid localization (GO:1905953),3/9,2.351371782046063e-06,6.705608457013504e-05,0,0,168.91525423728814,2189.22812261374,IL6;TNF;PTPN2
GO_Biological_Process_2021,negative regulation of cell population proliferation (GO:0008285),9/379,2.396548392311125e-06,6.714539969334852e-05,0,0,8.980724120346762,116.22387079997183,IL10;IL6;CDKN1A;NOS3;GSTP1;OPRM1;NGF;TP53;PTPN2
GO_Biological_Process_2021,prostaglandin metabolic process (GO:0006693),4/31,2.4734682775751317e-06,6.810566964288766e-05,0,0,50.85823754789272,656.5742132411623,GSTP1;AKR1C1;PTGS2;PTGS1
GO_Biological_Process_2021,positive regulation of programmed cell death (GO:0043068),8/286,2.7457125658125574e-06,7.432038928140092e-05,0,0,10.4769517719158,134.16229087199372,IL6;NOS2;CASP3;NGF;TP53;TNF;ATF6;SOD1
GO_Biological_Process_2021,positive regulation of receptor signaling pathway via STAT (GO:1904894),4/32,2.8202757597209057e-06,7.506633980457145e-05,0,0,49.03940886699508,626.6587117808896,IL10;IL6;LEP;TNF
GO_Biological_Process_2021,extrinsic apoptotic signaling pathway (GO:0097191),5/72,2.896704829457715e-06,7.583668217449133e-05,0,0,26.015972767740244,331.75403877427,IL4;CASP3;NGF;TNF;TLR3
GO_Biological_Process_2021,arginine metabolic process (GO:0006525),3/10,3.351688572746973e-06,8.633301049478897e-05,0,0,144.7772397094431,1825.0685851613032,NOS2;NOS3;NOS1
GO_Biological_Process_2021,regulation of T cell proliferation (GO:0042129),5/76,3.788754735753439e-06,9.454127051559751e-05,0,0,24.545342228811464,306.4111208826022,IL10;IL4;IL6;CEBPB;LEP
GO_Biological_Process_2021,positive regulation of interleukin-6 production (GO:0032755),5/76,3.788754735753439e-06,9.454127051559751e-05,0,0,24.545342228811464,306.4111208826022,IL6;NOS2;LEP;TNF;TLR3
GO_Biological_Process_2021,negative regulation of apoptotic signaling pathway (GO:2001234),5/78,4.308887968417488e-06,0.00010586606285481122,0,0,23.8704638308099,294.91553933882614,IL4;BDNF;GSTP1;TNF;RELA
GO_Biological_Process_2021,regulation of osteoclast differentiation (GO:0045670),4/36,4.577174654039502e-06,0.00010642960206147772,0,0,42.90086206896552,527.4415872136912,IL4;CEBPB;TNF;TLR3
GO_Biological_Process_2021,regulation of T-helper 2 cell cytokine production (GO:2000551),3/11,4.598398586250447e-06,0.00010642960206147772,0,0,126.67372881355932,1556.7951025342093,IL4;IL6;IFNB1
GO_Biological_Process_2021,response to corticosteroid (GO:0031960),3/11,4.598398586250447e-06,0.00010642960206147772,0,0,126.67372881355932,1556.7951025342093,IL10;IL6;TNF
GO_Biological_Process_2021,positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress (GO:1990440),3/11,4.598398586250447e-06,0.00010642960206147772,0,0,126.67372881355932,1556.7951025342093,CEBPB;ATF6;TP53
GO_Biological_Process_2021,regulation of fat cell differentiation (GO:0045598),5/80,4.883465569607721e-06,0.00010984358471357084,0,0,23.231578947368423,284.1142056777357,IL6;CEBPB;CREB1;LEP;TNF
GO_Biological_Process_2021,negative regulation of extrinsic apoptotic signaling pathway (GO:2001237),5/80,4.883465569607721e-06,0.00010984358471357084,0,0,23.231578947368423,284.1142056777357,IL4;NOS3;GSTP1;TNF;RELA
GO_Biological_Process_2021,positive regulation of apoptotic process (GO:0043065),8/310,4.975359032143054e-06,0.00011035622742128414,0,0,9.632572970321316,117.6234739826314,IL6;IFNB1;CASP3;NGF;TP53;TNF;ATF6;SOD1
GO_Biological_Process_2021,regulation of vascular associated smooth muscle cell proliferation (GO:1904705),4/37,5.120103161497357e-06,0.00011201102395768876,0,0,41.5987460815047,506.7699007116637,IL10;CDKN1A;GJA1;FGF2
GO_Biological_Process_2021,regulation of nitric-oxide synthase activity (GO:0050999),4/39,6.346977393901528e-06,0.00013514830530747654,0,0,39.217733990147785,469.33948097839067,NOS3;LEP;HIF1A;TNF
GO_Biological_Process_2021,regulation of T cell differentiation (GO:0045580),4/39,6.346977393901528e-06,0.00013514830530747654,0,0,39.217733990147785,469.33948097839067,IL4;IFNB1;IL2;SOD1
GO_Biological_Process_2021,regulation of cytokine production (GO:0001817),6/150,7.0009129500884336e-06,0.00014711128922751616,0,0,14.727678571428571,174.80973891388962,IL10;IL6;NOS2;LEP;TNF;SOD1
GO_Biological_Process_2021,T cell differentiation (GO:0030217),4/41,7.77846193733406e-06,0.00016132732096003238,0,0,37.09412861136999,436.3809648341513,LEP;LEPR;IL2;PTPN2
GO_Biological_Process_2021,regulation of leukocyte adhesion to vascular endothelial cell (GO:1904994),3/13,7.935402970401364e-06,0.00016247228902219202,0,0,101.32881355932204,1190.023463007352,IL6;TNF;RELA
GO_Biological_Process_2021,regulation of chemokine production (GO:0032642),4/42,8.57734867844948e-06,0.0001733927321453648,0,0,36.116152450090745,421.344964629178,IL6;HIF1A;TNF;TLR3
GO_Biological_Process_2021,regulation of endothelial cell proliferation (GO:0001936),5/92,9.709382032603927e-06,0.0001938235388258559,0,0,20.0151240169389,231.02292612523053,LEP;F3;FGF2;HIF1A;XDH
GO_Biological_Process_2021,vasodilation (GO:0042311),3/14,1.007730560550214e-05,0.00019626167136569411,0,0,92.11248073959938,1059.7747823285042,NOS3;NOS1;SOD1
GO_Biological_Process_2021,positive regulation of cyclase activity (GO:0031281),3/14,1.007730560550214e-05,0.00019626167136569411,0,0,92.11248073959938,1059.7747823285042,NOS2;NOS3;NOS1
GO_Biological_Process_2021,regulation of receptor signaling pathway via JAK-STAT (GO:0046425),4/45,1.133860005318454e-05,0.00021816559379440612,0,0,33.468460891505465,381.11532838118745,IL10;IL6;LEP;TNF
GO_Biological_Process_2021,negative regulation of blood pressure (GO:0045776),3/15,1.2568820761891242e-05,0.00022809553132659447,0,0,84.4322033898305,952.757582665012,NOS2;NOS3;NOS1
GO_Biological_Process_2021,neurotrophin TRK receptor signaling pathway (GO:0048011),3/15,1.2568820761891242e-05,0.00022809553132659447,0,0,84.4322033898305,952.757582665012,BDNF;CASP3;NGF
GO_Biological_Process_2021,nitric oxide biosynthetic process (GO:0006809),3/15,1.2568820761891242e-05,0.00022809553132659447,0,0,84.4322033898305,952.757582665012,NOS2;NOS3;NOS1
GO_Biological_Process_2021,positive regulation of acute inflammatory response (GO:0002675),3/15,1.2568820761891242e-05,0.00022809553132659447,0,0,84.4322033898305,952.757582665012,IL6;PTGS2;TNF
GO_Biological_Process_2021,positive regulation of lyase activity (GO:0051349),3/15,1.2568820761891242e-05,0.00022809553132659447,0,0,84.4322033898305,952.757582665012,NOS2;NOS3;NOS1
GO_Biological_Process_2021,regulation of peptidyl-serine phosphorylation (GO:0033135),5/98,1.321863446972537e-05,0.0002371928005410272,0,0,18.71816638370119,210.2776915339969,IL6;BDNF;NOS1;NGF;TNF
GO_Biological_Process_2021,positive regulation of blood vessel endothelial cell migration (GO:0043536),4/48,1.470508467527402e-05,0.0002609335580712512,0,0,31.181818181818183,346.96998264589024,NOS3;PTGS2;FGF2;HIF1A
GO_Biological_Process_2021,glutamine family amino acid catabolic process (GO:0009065),3/16,1.5435164714613006e-05,0.000267934326622141,0,0,77.93350717079531,863.4145889342337,NOS2;NOS3;NOS1
GO_Biological_Process_2021,nitric oxide metabolic process (GO:0046209),3/16,1.5435164714613006e-05,0.000267934326622141,0,0,77.93350717079531,863.4145889342337,NOS2;NOS3;NOS1
GO_Biological_Process_2021,response to hydrogen peroxide (GO:0042542),4/49,1.5975153966283793e-05,0.00027432603101242166,0,0,30.48735632183908,336.7168727547641,IL6;CAT;RELA;SOD1
GO_Biological_Process_2021,defense response to bacterium (GO:0042742),6/176,1.7424043222402987e-05,0.0002960233726189103,0,0,12.458823529411765,136.51954614482503,SELP;IL6;CEBPB;NOS2;MPO;TLR3
GO_Biological_Process_2021,regulation of protein phosphorylation (GO:0001932),7/266,1.7921589834828268e-05,0.00030127135753916574,0,0,9.67027027027027,105.69126181518708,CEBPB;LEP;LEPR;TNF;FGF2;XDH;SOD1
GO_Biological_Process_2021,positive regulation of cellular metabolic process (GO:0031325),5/105,1.848576601623192e-05,0.00030475520160583693,0,0,17.401754385964914,189.65318595414928,IL4;CDKN1A;AKR1C1;TP53;XDH
GO_Biological_Process_2021,negative regulation of chemokine production (GO:0032682),3/17,1.870132107537384e-05,0.00030475520160583693,0,0,72.36319612590799,787.8120659979554,IL10;IL6;GSTP1
GO_Biological_Process_2021,positive regulation of cytokine production involved in inflammatory response (GO:1900017),3/17,1.870132107537384e-05,0.00030475520160583693,0,0,72.36319612590799,787.8120659979554,IL6;HIF1A;TNF
GO_Biological_Process_2021,positive regulation of developmental growth (GO:0048639),4/52,2.027093634043515e-05,0.0003269968215724741,0,0,28.57758620689655,308.81861011287856,GHSR;BDNF;LEP;NGF
GO_Biological_Process_2021,regulation of production of miRNAs involved in gene silencing by miRNA (GO:1903798),3/18,2.2392042155773425e-05,0.000347185352648254,0,0,67.53559322033898,723.0904219777843,IL6;TNF;TP53
GO_Biological_Process_2021,nitric oxide mediated signal transduction (GO:0007263),3/18,2.2392042155773425e-05,0.000347185352648254,0,0,67.53559322033898,723.0904219777843,NOS2;NOS3;NOS1
GO_Biological_Process_2021,positive regulation of amyloid-beta formation (GO:1902004),3/18,2.2392042155773425e-05,0.000347185352648254,0,0,67.53559322033898,723.0904219777843,CASP3;TNF;RELA
GO_Biological_Process_2021,prostanoid metabolic process (GO:0006692),3/18,2.2392042155773425e-05,0.000347185352648254,0,0,67.53559322033898,723.0904219777843,AKR1C1;GSTP1;PTGS1
GO_Biological_Process_2021,regulation of protein kinase activity (GO:0045859),5/110,2.3154713894233858e-05,0.00035555844316434107,0,0,16.56892230576441,176.84528015981368,ADCYAP1;CDKN1A;GSTP1;TNF;SOD1
GO_Biological_Process_2021,regulation of blood vessel endothelial cell migration (GO:0043535),4/55,2.536018833858528e-05,0.0003857163883497209,0,0,26.892494929006084,284.5852559110794,NOS3;FGF2;TNF;HIF1A
GO_Biological_Process_2021,dopamine metabolic process (GO:0042417),3/19,2.653185030832442e-05,0.0003997298579471141,0,0,63.3114406779661,667.1230745414172,TH;MAOA;COMT
GO_Biological_Process_2021,regulation of reactive oxygen species metabolic process (GO:2000377),4/57,2.923646106796573e-05,0.0004363610123882363,0,0,25.875081327260897,270.138280302916,CDKN1A;AKR1C1;TP53;XDH
GO_Biological_Process_2021,regulation of acute inflammatory response (GO:0002673),3/20,3.1145039317832526e-05,0.0004507496310350037,0,0,59.584247258225325,618.2971284537232,IL4;IL6;GSTP1
GO_Biological_Process_2021,regulation of tissue remodeling (GO:0034103),3/20,3.1145039317832526e-05,0.0004507496310350037,0,0,59.584247258225325,618.2971284537232,LEP;LEPR;IL2
GO_Biological_Process_2021,negative regulation of lipid storage (GO:0010888),3/20,3.1145039317832526e-05,0.0004507496310350037,0,0,59.584247258225325,618.2971284537232,IL6;TNF;PTPN2
GO_Biological_Process_2021,regulation of tumor necrosis factor-mediated signaling pathway (GO:0010803),4/58,3.132949846267089e-05,0.0004507496310350037,0,0,25.39463601532567,263.3665120987491,IKBKB;GSTP1;TNF;PTPN2
GO_Biological_Process_2021,negative regulation of response to external stimulus (GO:0032102),5/118,3.247866236735546e-05,0.00046311092679166666,0,0,15.3896910417637,159.05133695940873,IL10;IL4;GHSR;FGF2;PTPN2
GO_Biological_Process_2021,positive regulation of tyrosine phosphorylation of STAT protein (GO:0042531),4/59,3.3530283345581955e-05,0.000473874889406145,0,0,24.93166144200627,256.87244230626624,IL4;IL6;TNF;IL2
GO_Biological_Process_2021,cellular response to lipopolysaccharide (GO:0071222),5/120,3.520988656217915e-05,0.0004932472705245623,0,0,15.12051868802441,155.04857545813283,IL10;IL6;GSTP1;TNF;RELA
GO_Biological_Process_2021,neurotrophin signaling pathway (GO:0038179),3/21,3.625567571352621e-05,0.0004991406389181152,0,0,56.271186440677965,575.3680767820308,BDNF;CASP3;NGF
GO_Biological_Process_2021,positive regulation of vascular associated smooth muscle cell proliferation (GO:1904707),3/21,3.625567571352621e-05,0.0004991406389181152,0,0,56.271186440677965,575.3680767820308,IL10;GJA1;FGF2
GO_Biological_Process_2021,B cell differentiation (GO:0030183),4/61,3.826876978970684e-05,0.0005223523534543745,0,0,24.054446460980035,244.6548019355952,IL10;IL4;IFNB1;PTPN2
GO_Biological_Process_2021,regulation of angiogenesis (GO:0045765),6/203,3.8898846783006615e-05,0.0005264530365462844,0,0,10.73658448150834,109.02514050068602,IL6;NOS3;LEP;F3;FGF2;HIF1A
GO_Biological_Process_2021,I-kappaB kinase/NF-kappaB signaling (GO:0007249),4/62,4.0813403650917735e-05,0.0005477227363908876,0,0,23.638525564803803,238.9027588487894,IKBKB;TNF;TLR3;RELA
GO_Biological_Process_2021,defense response to symbiont (GO:0140546),5/124,4.120463837139284e-05,0.0005483155525845949,0,0,14.609317411174995,147.50968952667526,IL6;IFNB1;OPRK1;TLR3;RELA
GO_Biological_Process_2021,regulation of lipid storage (GO:0010883),3/22,4.1887600134828165e-05,0.0005483155525845949,0,0,53.30686886708296,537.3609958311199,IL6;TNF;PTPN2
GO_Biological_Process_2021,positive regulation of amyloid precursor protein catabolic process (GO:1902993),3/22,4.1887600134828165e-05,0.0005483155525845949,0,0,53.30686886708296,537.3609958311199,CASP3;TNF;RELA
GO_Biological_Process_2021,neuropeptide signaling pathway (GO:0007218),4/63,4.347964834442239e-05,0.0005645284423255492,0,0,23.236703682057275,233.37127100218768,ADCYAP1;NPY;OPRK1;OPRM1
GO_Biological_Process_2021,regulation of extrinsic apoptotic signaling pathway (GO:2001236),4/64,4.627106237428929e-05,0.000595926504933387,0,0,22.848275862068967,228.0484996053665,IL4;GSTP1;TNF;RELA
